Date,Open,High,Low,Close,Avg_Volume,Volume,Dividends,Stock Splits
19-07-2021,530.3577686207364,538.5013859004584,528.9459591703416,531.1967163085938,228388,427705,0.0,0.0
20-07-2021,531.9946862560868,535.1457225755422,517.262565317607,520.4545288085938,228388,479420,0.0,0.0
22-07-2021,523.8101514551382,540.9158707177196,522.3778783690165,523.9943237304688,228388,780208,0.0,0.0
23-07-2021,526.6748036574974,529.580336574496,522.6848192079585,528.2298583984375,228388,405805,0.0,0.0
26-07-2021,528.4752775499401,540.7520627455312,526.5723423318002,535.2888793945312,228388,762277,0.0,0.0
27-07-2021,537.3146140149732,540.1792193877129,531.9946749761282,534.9002075195312,228388,384907,0.0,0.0
28-07-2021,535.6777930225126,536.4962772553316,523.9329980393952,527.0226440429688,228388,328796,0.0,0.0
29-07-2021,528.2911898056768,531.380835352454,522.9712506805168,524.1580200195312,228388,280795,0.0,0.0
30-07-2021,524.4240292122555,537.3146656563957,524.4240292122555,533.2838134765625,228388,469291,0.0,0.0
02-08-2021,535.6778353789125,544.0670176835844,527.6979248803864,539.0335083007812,228388,434978,0.0,0.0
03-08-2021,539.0129664107469,548.363817472001,538.951575648743,546.0107421875,228388,822137,0.0,0.0
04-08-2021,547.9546119234831,552.8652797980277,545.4992186714641,548.4456787109375,228388,671188,0.0,0.0
05-08-2021,549.5915209865801,551.2488343225223,538.542369981988,548.4456787109375,228388,392850,0.0,0.0
06-08-2021,548.4456450864673,562.154705749018,542.2662944748307,549.4482421875,228388,1590477,0.0,0.0
09-08-2021,546.3176029527451,547.8726573810953,540.2201074277051,544.8648071289062,228388,273025,0.0,0.0
10-08-2021,541.0387265093219,547.6068275076195,529.9896328709137,533.5294189453125,228388,275535,0.0,0.0
11-08-2021,535.2685775105407,535.6573263786689,517.3853584849028,529.7644653320312,228388,352544,0.0,0.0
12-08-2021,529.9486311875066,541.4479222157391,529.7644588925928,539.3199462890625,228388,235169,0.0,0.0
13-08-2021,539.1562350988032,543.8623265588515,533.5088778949464,537.9899291992188,228388,260581,0.0,0.0
16-08-2021,538.133072985105,542.1434610049332,526.2859625555305,532.117431640625,228388,321900,0.0,0.0
17-08-2021,529.948609007319,537.3146700890968,528.9255482634468,533.4270629882812,228388,360314,0.0,0.0
18-08-2021,533.2224835813804,538.133211260856,531.0331167495132,534.2455444335938,228388,337932,0.0,0.0
20-08-2021,528.7209528988597,531.9947712559857,518.9404250055517,526.3474731445312,228388,508648,0.0,0.0
23-08-2021,531.0533883619651,536.0868957596208,527.0224778644468,532.62890625,228388,403062,0.0,0.0
24-08-2021,529.7439566944641,532.3834628221086,520.9456227072307,527.4523315429688,228388,262890,0.0,0.0
25-08-2021,528.311718492647,534.9002821113531,528.311718492647,532.2198486328125,228388,242153,0.0,0.0
26-08-2021,533.9181103879702,539.2789769623032,528.3526079463937,531.1558227539062,228388,231685,0.0,0.0
27-08-2021,531.1557856356017,533.4678742001565,523.1349499213396,531.4217529296875,228388,275993,0.0,0.0
30-08-2021,534.0407233055786,543.8621752579656,532.4242782293841,536.9871826171875,228388,301748,0.0,0.0
31-08-2021,533.6314706804445,545.4990427315618,533.6314706804445,541.1817016601562,228388,235283,0.0,0.0
01-09-2021,539.9745374710832,564.3235327753938,538.1330522072797,553.0902709960938,228388,1630710,0.0,0.0
02-09-2021,555.7298703189375,561.8478303796618,542.6345981715855,547.2793579101562,228388,737185,0.0,0.0
03-09-2021,548.486548421391,554.5021307661445,543.4530402339082,550.1439208984375,228388,446532,0.0,0.0
06-09-2021,552.8651601556602,559.6174308227457,550.5121446655489,553.6222534179688,228388,525858,0.0,0.0
07-09-2021,554.9113882420797,556.9575094754118,546.7268439940127,550.3075561523438,228388,202941,0.0,0.0
08-09-2021,550.3689521373554,560.6814720564475,546.3585639722716,548.895751953125,228388,661105,0.0,0.0
09-09-2021,548.7730183894388,552.2514722748678,542.8596942360052,544.619384765625,228388,192568,0.0,0.0
13-09-2021,547.5042137153868,560.2311963258808,545.5604108606677,549.4276123046875,228388,663416,0.0,0.0
14-09-2021,551.9240356163901,590.5141478256662,549.8983778424633,586.6060180664062,228388,3683276,0.0,0.0
15-09-2021,589.1635806167423,611.3845999531986,579.485373478289,603.2205200195312,228388,3675364,0.0,0.0
16-09-2021,604.2137502429371,611.9761207423376,594.0346375495951,596.8815307617188,228388,894536,0.6,0.0
17-09-2021,596.8816310804397,599.5851410742185,569.7850809868681,580.394287109375,228388,695206,0.0,0.0
20-09-2021,573.3078272448139,590.6757774607735,566.6514399624028,572.2018432617188,228388,657875,0.0,0.0
21-09-2021,573.0621665594202,576.2981857634634,564.0504847957462,569.600830078125,228388,429730,0.0,0.0
22-09-2021,569.3754592626243,585.7603859220271,566.8358164106623,576.5848388671875,228388,464549,0.0,0.0
23-09-2021,579.61600464214,585.0230243258496,566.1394222010852,568.7200317382812,228388,406211,0.0,0.0
24-09-2021,572.6523991882669,574.1065412758946,562.1455517001436,564.439453125,228388,271814,0.0,0.0
27-09-2021,566.9177410661566,584.9411619966278,557.1687771135389,575.192138671875,228388,848093,0.0,0.0
28-09-2021,576.7486600253876,585.7603995843141,566.9586705709623,575.929443359375,228388,575438,0.0,0.0
29-09-2021,573.389784153496,596.820225645996,569.4369654790023,587.562744140625,228388,1400684,0.0,0.0
30-09-2021,588.218203515237,593.0312654751601,583.7123330114192,587.1941528320312,228388,369051,0.0,0.0
01-10-2021,585.6784229022044,586.9072478107081,574.3933252716811,583.2821044921875,228388,571881,0.0,0.0
04-10-2021,583.3026678757724,589.4470307494964,580.8244749630064,585.3507690429688,228388,380376,0.0,0.0
05-10-2021,580.4968124272997,602.5549882146282,580.4968124272997,595.2637329101562,228388,1086193,0.0,0.0
06-10-2021,595.4069431992792,629.9586107050732,595.4069431992792,611.8942260742188,228388,2957019,0.0,0.0
07-10-2021,617.3013110491119,638.0896909817399,606.2415298049989,630.06103515625,228388,1732437,0.0,0.0
08-10-2021,630.6958993832567,641.5918718573447,616.8916427130554,620.0047607421875,228388,1218719,0.0,0.0
11-10-2021,626.3130918159095,650.4603945811962,616.1339757607811,638.4584350585938,228388,1732758,0.0,0.0
12-10-2021,636.7583527584148,644.2339567474763,623.6504118613605,630.1838989257812,228388,666474,0.0,0.0
13-10-2021,630.4093183003179,636.8403894862751,621.315703609733,624.0601806640625,228388,451692,0.0,0.0
14-10-2021,626.3130146865839,688.1660721664193,618.1206102164742,679.8507080078125,228388,3695760,0.0,0.0
18-10-2021,679.563885821732,694.1874179649402,666.1896619019616,671.3919067382812,228388,1570225,0.0,0.0
19-10-2021,672.6003952140976,674.4231790162905,635.9800802502206,645.2990112304688,228388,732298,0.0,0.0
20-10-2021,642.4931067483087,672.600418707494,618.5302168691204,631.3104248046875,228388,1295221,0.0,0.0
21-10-2021,630.2044441468015,661.1104895846975,629.1189434269043,654.4541015625,228388,800002,0.0,0.0
22-10-2021,657.8539982360514,672.3955995699979,639.4824192403491,645.3809814453125,228388,476874,0.0,0.0
25-10-2021,648.8423564433838,648.8423564433838,624.7155381285245,630.4298095703125,228388,289788,0.0,0.0
26-10-2021,628.7707918861387,679.1543412846543,625.3913893740022,656.7684936523438,228388,1196916,0.0,0.0
27-10-2021,656.7684147242509,670.9618560717994,655.6009805878375,664.346435546875,228388,328352,0.0,0.0
28-10-2021,657.444388737446,673.7064163887951,652.9385187027027,660.4141235351562,228388,711298,0.0,0.0
29-10-2021,652.3650014315184,673.4196058054921,641.0594196687698,657.608154296875,228388,423843,0.0,0.0
01-11-2021,657.8539190492459,679.5639311907034,657.444310741627,662.6055297851562,228388,550990,0.0,0.0
02-11-2021,661.9502944411003,685.5036392010071,657.8540915465824,661.5202026367188,228388,894351,0.0,0.0
03-11-2021,665.2273036876505,667.6645896176528,651.1157916037304,652.8157348632812,228388,256587,0.0,0.0
04-11-2021,655.3961930430363,660.5984385646788,651.3819244977185,655.3552856445312,228388,62608,0.0,0.0
08-11-2021,653.3482165067044,661.5406816132348,651.3820486299941,654.2289428710938,228388,458237,0.0,0.0
09-11-2021,654.2083067242215,687.0190668953312,653.389030718798,682.2674560546875,228388,1056330,0.0,0.0
10-11-2021,679.9326275176188,696.3585216351808,657.6081714298203,670.757080078125,228388,1271956,0.0,0.0
11-11-2021,669.3849242927723,673.8292849784552,660.147925965889,664.2850952148438,228388,287209,0.0,0.0
12-11-2021,667.2138027924749,670.2654707124735,660.5164488287868,663.3633422851562,228388,140678,0.0,0.0
15-11-2021,659.4924129122048,666.8655999519453,647.2856815913672,651.8324584960938,228388,301394,0.0,0.0
16-11-2021,652.9385483316405,669.3234770450064,652.9385483316405,658.3865356445312,228388,450212,0.0,0.0
17-11-2021,660.3321584645427,682.7999980342345,656.0106391138695,673.6244506835938,228388,824305,0.0,0.0
18-11-2021,687.7155609627281,687.7155609627281,660.0250484139808,664.61279296875,228388,997491,0.0,0.0
22-11-2021,661.5406076192477,669.569204713998,643.189511582065,644.5208129882812,228388,386766,0.0,0.0
23-11-2021,644.7869377871835,653.2661087090898,634.996949049,639.973876953125,228388,373330,0.0,0.0
24-11-2021,637.7824681118965,646.7532413092212,637.7824681118965,639.0113525390625,228388,266767,0.0,0.0
25-11-2021,640.2401904948391,671.5763255081245,640.2401904948391,663.240478515625,228388,463561,0.0,0.0
26-11-2021,657.0346650987402,727.981331861651,653.3071046929189,679.0928955078125,228388,3488556,0.0,0.0
29-11-2021,679.1542368421351,788.4006095708834,642.4111440884999,768.0628662109375,228388,6761359,0.0,0.0
30-11-2021,758.2115259320796,786.475511039698,737.3207878889585,756.8597412109375,228388,2613383,0.0,0.0
01-12-2021,764.355906513201,779.4914665837814,743.6084923123352,759.6452026367188,228388,1282222,0.0,0.0
02-12-2021,759.8499252339739,839.7263331089429,755.8765644746957,775.7637329101562,228388,11342055,0.0,0.0
03-12-2021,780.3516148912411,793.7257812518911,760.6692189219046,773.7771606445312,228388,2113702,0.0,0.0
06-12-2021,786.0247982414148,844.2936129592928,779.0817029712716,824.9799194335938,228388,5395984,0.0,0.0
07-12-2021,841.3649506688913,854.0632252832446,810.2336469796544,837.3301391601562,228388,4481635,0.0,0.0
08-12-2021,828.1750336201761,837.2481640021219,815.9887848984605,824.3655395507812,228388,1148818,0.0,0.0
09-12-2021,825.3896868735083,834.8315192989933,813.1010197838787,820.392333984375,228388,791541,0.0,0.0
10-12-2021,820.8837509352604,826.6184455380532,790.5716665230789,795.71240234375,228388,958042,0.0,0.0
13-12-2021,794.6679240818346,814.2069369888867,784.8370268422539,793.2957153320312,228388,727904,0.0,0.0
14-12-2021,788.4826754499228,804.9085109838609,780.4131117032339,799.0099487304688,228388,772828,0.0,0.0
15-12-2021,798.3136028475195,799.3171700106212,763.3522629930784,776.3577880859375,228388,349357,0.0,0.0
16-12-2021,780.33117246707,787.417652348546,753.7056792883895,757.9043579101562,228388,488693,0.0,0.0
17-12-2021,757.9044261384121,759.7886603748976,722.9840488770808,731.0740966796875,228388,732480,0.0,0.0
20-12-2021,706.5992127851042,713.2965092490115,679.9737159274625,699.4922485351562,228388,740217,0.0,0.0
21-12-2021,708.1555101908441,747.1515348243536,703.9568325427184,711.330078125,228388,1200742,0.0,0.0
22-12-2021,708.6471653549437,725.8513088458523,706.6195477285736,709.732666015625,228388,270607,0.0,0.0
23-12-2021,713.9723116371979,720.9358912833904,696.4813992887788,700.393310546875,228388,526171,0.0,0.0
24-12-2021,700.557072437058,705.6978080098077,676.1435508820913,677.7820434570312,228388,460334,0.0,0.0
27-12-2021,657.8539971132943,671.0029062624042,643.209978872076,655.7444458007812,228388,1042877,0.0,0.0
28-12-2021,659.4925060432975,675.1605752444286,658.6732299386714,663.5067749023438,228388,567145,0.0,0.0
29-12-2021,665.22721897915,676.6147355941433,664.1007514129153,666.3946533203125,228388,622059,0.0,0.0
30-12-2021,668.9138091122027,677.8845828134362,659.4925196337381,668.2379760742188,228388,717018,0.0,0.0
31-12-2021,669.3234038708198,687.7564318151202,669.1800201750674,673.0509643554688,228388,515179,0.0,0.0
03-01-2022,675.8773810771329,683.7216270660559,667.6849175380657,670.0811767578125,228388,373052,0.0,0.0
04-01-2022,677.9255096255231,716.184259501781,663.9164171855489,708.6881713867188,228388,1983109,0.0,0.0
05-01-2022,710.6953261323292,759.624734145575,699.57409395742,753.7056884765625,228388,3743293,0.0,0.0
06-01-2022,740.6592580268343,786.3936771424388,737.382331482214,762.3283081054688,228388,3229154,0.0,0.0
07-01-2022,765.4618323302393,769.4351339965892,741.4169509960228,748.6672973632812,228388,838903,0.0,0.0
10-01-2022,746.1276546443626,764.765517609654,742.3386437665514,758.6211547851562,228388,632957,0.0,0.0
11-01-2022,758.2934286703118,781.5395176520897,748.1552811621324,775.0469970703125,228388,979840,0.0,0.0
12-01-2022,772.1385669287291,784.3453568414479,770.0904661455058,775.640869140625,228388,574274,0.0,0.0
13-01-2022,772.5482740570002,779.0612781289058,756.2453398640297,759.972900390625,228388,435475,0.0,0.0
14-01-2022,759.3175414611966,790.489812415855,754.1972291385177,778.4878540039062,228388,1153843,0.0,0.0
17-01-2022,775.8253629499006,800.8123652767194,755.3442310213362,762.8812866210938,228388,1099995,0.0,0.0
18-01-2022,761.8571499051025,766.3835031801452,745.5131892356928,748.339599609375,228388,549195,0.0,0.0
