Date,Open,High,Low,Close,Avg_Volume,Volume,Dividends,Stock Splits
19-07-2021,33.95000076293945,35.150001525878906,33.0,35.150001525878906,9049,58689,0.0,0.0
20-07-2021,35.5,36.34999847412109,33.45000076293945,34.5,9049,180445,0.0,0.0
22-07-2021,34.0,34.5,32.849998474121094,33.04999923706055,9049,279192,0.0,0.0
23-07-2021,33.25,33.400001525878906,31.549999237060547,31.950000762939453,9049,102299,0.0,0.0
26-07-2021,31.89999961853028,32.79999923706055,30.600000381469727,31.75,9049,118294,0.0,0.0
27-07-2021,31.5,32.5,31.5,31.950000762939453,9049,103245,0.0,0.0
28-07-2021,33.20000076293945,33.20000076293945,30.799999237060547,31.5,9049,56934,0.0,0.0
29-07-2021,31.450000762939453,33.04999923706055,30.89999961853028,33.04999923706055,9049,205451,0.0,0.0
30-07-2021,34.70000076293945,34.70000076293945,33.099998474121094,34.5,9049,784409,0.0,0.0
02-08-2021,34.400001525878906,34.400001525878906,32.79999923706055,32.79999923706055,9049,156104,0.0,0.0
03-08-2021,33.0,34.400001525878906,32.04999923706055,33.0,9049,268661,0.0,0.0
04-08-2021,33.54999923706055,33.54999923706055,32.04999923706055,32.150001525878906,9049,119559,0.0,0.0
05-08-2021,31.600000381469727,33.20000076293945,30.549999237060547,30.64999961853028,9049,129464,0.0,0.0
06-08-2021,32.20000076293945,33.0,31.600000381469727,32.349998474121094,9049,72513,0.0,0.0
09-08-2021,33.099998474121094,33.849998474121094,31.700000762939453,31.89999961853028,9049,157105,0.0,0.0
10-08-2021,31.700000762939453,32.400001525878906,30.0,31.0,9049,111028,0.0,0.0
11-08-2021,29.5,31.799999237060547,29.100000381469727,31.350000381469727,9049,140026,0.0,0.0
12-08-2021,33.849998474121094,33.849998474121094,31.549999237060547,32.0,9049,112322,0.0,0.0
13-08-2021,32.650001525878906,32.650001525878906,31.200000762939453,31.450000762939453,9049,41786,0.0,0.0
16-08-2021,30.100000381469727,31.25,29.75,30.25,9049,118539,0.0,0.0
17-08-2021,30.950000762939453,30.950000762939453,29.299999237060547,29.600000381469727,9049,97473,0.0,0.0
18-08-2021,29.64999961853028,30.0,27.75,28.200000762939453,9049,106392,0.0,0.0
20-08-2021,27.0,28.0,26.0,26.450000762939453,9049,82748,0.0,0.0
23-08-2021,28.700000762939453,28.700000762939453,24.0,24.950000762939453,9049,80645,0.0,0.0
24-08-2021,24.799999237060547,26.14999961853028,23.799999237060547,26.14999961853028,9049,40991,0.0,0.0
25-08-2021,26.950000762939453,27.450000762939453,26.75,27.450000762939453,9049,67650,0.0,0.0
26-08-2021,28.799999237060547,28.799999237060547,28.299999237060547,28.799999237060547,9049,19283,0.0,0.0
27-08-2021,30.14999961853028,30.200000762939453,27.75,28.5,9049,53865,0.0,0.0
30-08-2021,29.25,29.25,28.049999237060547,28.25,9049,53788,0.0,0.0
31-08-2021,28.700000762939453,28.700000762939453,27.049999237060547,27.299999237060547,9049,77961,0.0,0.0
01-09-2021,27.89999961853028,27.89999961853028,26.75,27.200000762939453,9049,55699,0.0,0.0
02-09-2021,27.299999237060547,28.549999237060547,27.200000762939453,28.549999237060547,9049,59112,0.0,0.0
03-09-2021,29.950000762939453,29.950000762939453,27.549999237060547,27.89999961853028,9049,130006,0.0,0.0
06-09-2021,28.0,29.25,27.5,29.200000762939453,9049,117251,0.0,0.0
07-09-2021,28.350000381469727,29.25,28.299999237060547,28.89999961853028,9049,47668,0.0,0.0
08-09-2021,28.89999961853028,29.350000381469727,28.39999961853028,28.89999961853028,9049,42852,0.0,0.0
09-09-2021,29.350000381469727,29.350000381469727,28.25,28.450000762939453,9049,28792,0.0,0.0
13-09-2021,29.200000762939453,29.200000762939453,28.049999237060547,28.299999237060547,9049,11526,0.0,0.0
14-09-2021,28.950000762939453,28.950000762939453,28.200000762939453,28.450000762939453,9049,18539,0.0,0.0
15-09-2021,28.600000381469727,29.0,28.0,28.350000381469727,9049,81515,0.0,0.0
16-09-2021,28.350000381469727,28.89999961853028,28.0,28.350000381469727,9049,26240,0.0,0.0
17-09-2021,28.350000381469727,28.700000762939453,27.64999961853028,28.14999961853028,9049,102092,0.0,0.0
20-09-2021,27.100000381469727,28.39999961853028,27.100000381469727,27.450000762939453,9049,45876,0.0,0.0
21-09-2021,26.75,27.700000762939453,26.64999961853028,26.850000381469727,9049,20231,0.0,0.0
22-09-2021,27.700000762939453,27.700000762939453,26.700000762939453,26.850000381469727,9049,57542,0.0,0.0
23-09-2021,27.700000762939453,28.14999961853028,26.5,28.14999961853028,9049,146920,0.0,0.0
24-09-2021,29.0,29.14999961853028,27.700000762939453,28.0,9049,111745,0.0,0.0
27-09-2021,27.89999961853028,28.5,27.549999237060547,27.89999961853028,9049,54600,0.0,0.0
28-09-2021,27.600000381469727,28.39999961853028,27.200000762939453,27.39999961853028,9049,55783,0.0,0.0
29-09-2021,27.5,28.700000762939453,27.0,28.200000762939453,9049,26458,0.0,0.0
30-09-2021,28.75,28.75,27.600000381469727,28.049999237060547,9049,40025,0.0,0.0
01-10-2021,27.89999961853028,28.0,27.5,27.75,9049,15321,0.0,0.0
04-10-2021,27.049999237060547,28.14999961853028,27.049999237060547,27.75,9049,68721,0.0,0.0
05-10-2021,28.39999961853028,29.100000381469727,27.39999961853028,29.100000381469727,9049,208456,0.0,0.0
06-10-2021,30.39999961853028,30.549999237060547,28.75,30.549999237060547,9049,296197,0.0,0.0
07-10-2021,32.0,32.0,29.75,30.049999237060547,9049,186407,0.0,0.0
08-10-2021,29.049999237060547,30.450000762939453,29.049999237060547,29.89999961853028,9049,97987,0.0,0.0
11-10-2021,29.89999961853028,30.450000762939453,29.299999237060547,29.64999961853028,9049,90481,0.0,0.0
12-10-2021,29.799999237060547,29.89999961853028,29.049999237060547,29.200000762939453,9049,26174,0.0,0.0
13-10-2021,29.200000762939453,31.5,29.0,30.64999961853028,9049,90719,0.0,0.0
14-10-2021,31.350000381469727,31.350000381469727,29.850000381469727,30.200000762939453,9049,104414,0.0,0.0
