Date,Open,High,Low,Close,Avg_Volume,Volume,Dividends,Stock Splits
09-06-2025,104.46874856765092,113.30196341298743,104.27136140467124,111.87088012695312,170845,1005972,0.0,0.0
10-06-2025,112.70979028601806,113.2032657382858,108.61395005606605,109.05807495117188,170845,189231,0.0,0.0
11-06-2025,112.9565241134278,112.9565241134278,107.03481889060406,107.77503204345705,170845,269415,0.0,0.0
12-06-2025,108.51524286979566,108.51524286979566,104.61679002695269,105.65309143066406,170845,261702,0.0,0.0
13-06-2025,103.13636375298636,107.33090486255756,101.0144179210005,105.65309143066406,170845,335396,0.0,0.0
16-06-2025,104.1726687380709,106.39330822536418,101.50789683541636,105.60374450683594,170845,251078,0.0,0.0
17-06-2025,106.64004309130912,108.56459425017265,105.11026625130351,105.9491729736328,170845,277478,0.0,0.0
18-06-2025,107.47895558717136,109.40350684941755,103.92593381772726,105.25831604003906,170845,508488,0.0,0.0
19-06-2025,105.55439096526014,105.55439096526014,101.31050680525765,101.9520263671875,170845,164273,0.0,0.0
20-06-2025,101.31051183496808,104.3207075752578,100.47160507225904,101.06377410888672,170845,295210,0.0,0.0
23-06-2025,100.07682320456134,102.64289404983975,100.07682320456134,101.06377410888672,170845,324846,0.0,0.0
24-06-2025,102.54420024885606,109.25546186619536,102.54420024885606,107.6269989013672,170845,591764,0.0,0.0
25-06-2025,108.3178556287611,111.5254458865604,107.9724243377348,109.55154418945312,170845,771485,0.0,0.0
26-06-2025,110.53850159110412,111.1306706293746,107.2322175584092,107.82438659667967,170845,198543,0.0,0.0
27-06-2025,107.13351814659296,114.97977441904796,107.13351814659296,113.64739227294922,170845,1047211,0.0,0.0
30-06-2025,114.53565553086956,118.23672142441548,114.09152310574136,114.38761138916016,170845,598621,0.0,0.0
01-07-2025,114.7330353892737,116.21346165236108,113.15391554794792,115.81867980957033,170845,148725,0.0,0.0
02-07-2025,115.67063754965724,116.16411297867428,113.10456682473618,113.84477996826172,170845,255676,0.0,0.0
03-07-2025,114.43695415303463,115.67064278137627,113.20326552469302,114.2889175415039,170845,251927,0.0,0.0
04-07-2025,114.88108424310238,114.979777825397,112.61109420113802,113.49935150146484,170845,143495,0.0,0.0
07-07-2025,113.35130761429453,113.99282719538762,111.52544998336624,112.26566314697266,170845,298972,0.0,0.0
08-07-2025,111.8708791372528,116.16411389769912,111.67349197601936,114.140869140625,170845,509044,0.0,0.0
09-07-2025,114.53565122402578,116.95367783828311,112.21631066074674,112.9071807861328,170845,353232,0.0,0.0
10-07-2025,112.90718158456026,115.37455877159243,110.9826228607726,113.20326232910156,170845,152805,0.0,0.0
11-07-2025,113.4993491631917,114.6343441607911,111.9202292894974,112.70978546142578,170845,59025,0.0,0.0
14-07-2025,112.41370274237303,114.48629801073788,111.62413905450197,112.0189208984375,170845,233479,0.0,0.0
15-07-2025,112.06827235757832,114.04217406335805,111.92022822367736,112.31501007080078,170845,61647,0.0,0.0
16-07-2025,112.3643539627825,119.76648541658685,112.3643539627825,119.17431640625,170845,1255020,0.0,0.0
17-07-2025,119.91453152501076,121.8884332785089,116.90432833899108,119.86518096923828,170845,1007702,0.0,0.0
18-07-2025,120.852132718611,120.852132718611,117.00303029536695,117.49650573730467,170845,776268,0.0,0.0
21-07-2025,117.69388982056206,117.69388982056206,113.25261095940878,113.84477996826172,170845,362245,0.0,0.0
22-07-2025,114.48630025488056,114.48630025488056,111.13066581040792,111.4760971069336,170845,373138,0.0,0.0
23-07-2025,111.4760974733633,112.75913661306184,108.56459542614267,111.57479858398438,170845,1689748,0.0,0.0
24-07-2025,111.62413853994674,112.11761396013203,108.95937428288109,109.25545501708984,170845,136010,0.0,0.0
25-07-2025,111.42675827505418,111.42675827505418,105.99852831730418,106.29460906982422,170845,124928,0.0,0.0
28-07-2025,105.5543898177954,106.73873534921516,102.34679957285267,102.8896255493164,170845,628265,0.0,0.0
29-07-2025,104.81417933211532,105.8504807570565,102.14941499632026,103.77788543701172,170845,296917,0.0,0.0
30-07-2025,104.27136110811112,104.3207041337969,101.90267750990373,102.54419708251952,170845,173858,0.0,0.0
31-07-2025,101.40920426115164,103.87658149378306,100.61964053477448,102.00137329101562,170845,194585,0.0,0.0
01-08-2025,101.95202487098032,101.95202487098032,96.91856955881292,97.56008911132812,170845,444225,0.0,0.0
04-08-2025,102.39615191131846,102.39615191131846,96.72118445599236,98.25096130371094,170845,400529,0.0,0.0
05-08-2025,98.349654883923,99.18856161048198,97.56009118255132,98.25096130371094,170845,166493,0.0,0.0
