Label,Ticker,Sector,Universe,CSV_Path,Resolved
DCBBANK,DCBBANK.NS,Financial Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Financial_Services\dcbbank.csv,Y
DATAMATICS,DATAMATICS.NS,Information Technology,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Information_Technology\datamatics.csv,Y
DIACABS,DIACABS.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\diacabs.csv,Y
DBL,DBL.NS,Construction,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Construction\dbl.csv,Y
AGARWALEYE,AGARWALEYE.NS,Healthcare,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Healthcare\agarwaleye.csv,Y
DUMMYINXGN,,Construction,NIFTY_MICROCAP_250,,N
DUMMYTRVN,,Capital Goods,NIFTY_MICROCAP_250,,N
DYNAMATECH,DYNAMATECH.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\dynamatech.csv,Y
EPL,EPL.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\epl.csv,Y
EDELWEISS,EDELWEISS.NS,Financial Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Financial_Services\edelweiss.csv,Y
EMIL,EMIL.NS,Consumer Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Services\emil.csv,Y
ELECTCAST,ELECTCAST.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\electcast.csv,Y
ELLEN,ELLEN.NS,Chemicals,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Chemicals\ellen.csv,Y
EMBDL,EMBDL.NS,Realty,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Realty\embdl.csv,Y
ENTERO,ENTERO.NS,Consumer Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Services\entero.csv,Y
EIEL,EIEL.NS,Utilities,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Utilities\eiel.csv,Y
EQUITASBNK,EQUITASBNK.NS,Financial Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Financial_Services\equitasbnk.csv,Y
ETHOSLTD,ETHOSLTD.NS,Consumer Durables,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Durables\ethosltd.csv,Y
EUREKAFORB,EUREKAFORB.NS,Consumer Durables,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Durables\eurekaforb.csv,Y
FEDFINA,FEDFINA.NS,Financial Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Financial_Services\fedfina.csv,Y
FIEMIND,FIEMIND.NS,Automobile and Auto Components,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Automobile_and_Auto_Components\fiemind.csv,Y
FINPIPE,FINPIPE.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\finpipe.csv,Y
UTLSOLAR,UTLSOLAR.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\utlsolar.csv,Y
GHCL,GHCL.NS,Chemicals,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Chemicals\ghcl.csv,Y
GMMPFAUDLR,GMMPFAUDLR.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\gmmpfaudlr.csv,Y
GMRP&UI,GMRP&UI.NS,Power,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Power\gmrp&ui.csv,Y
GRWRHITECH,GRWRHITECH.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\grwrhitech.csv,Y
GODREJAGRO,GODREJAGRO.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\godrejagro.csv,Y
GOKEX,GOKEX.NS,Textiles,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Textiles\gokex.csv,Y
GOKULAGRO,GOKULAGRO.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\gokulagro.csv,Y
GREAVESCOT,GREAVESCOT.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\greavescot.csv,Y
GRINDWELL,GRINDWELL.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\grindwell.csv,Y
GAEL,GAEL.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\gael.csv,Y
GNFC,GNFC.NS,Chemicals,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Chemicals\gnfc.csv,Y
GPPL,GPPL.NS,Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Services\gppl.csv,Y
GSFC,GSFC.NS,Chemicals,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Chemicals\gsfc.csv,Y
HGINFRA,HGINFRA.NS,Construction,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Construction\hginfra.csv,Y
HAPPSTMNDS,HAPPSTMNDS.NS,Information Technology,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Information_Technology\happstmnds.csv,Y
HCG,HCG.NS,Healthcare,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Healthcare\hcg.csv,Y
HEMIPROP,HEMIPROP.NS,Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Services\hemiprop.csv,Y
HERITGFOOD,HERITGFOOD.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\heritgfood.csv,Y
HCC,HCC.NS,Construction,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Construction\hcc.csv,Y
IFBIND,IFBIND.NS,Consumer Durables,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Durables\ifbind.csv,Y
IIFLCAPS,IIFLCAPS.NS,Financial Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Financial_Services\iiflcaps.csv,Y
INOXINDIA,INOXINDIA.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\inoxindia.csv,Y
INDIAGLYCO,INDIAGLYCO.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\indiaglyco.csv,Y
INDIASHLTR,INDIASHLTR.NS,Financial Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Financial_Services\indiashltr.csv,Y
IMFA,IMFA.NS,Metals & Mining,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Metals___Mining\imfa.csv,Y
INDIGOPNTS,INDIGOPNTS.NS,Consumer Durables,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Durables\indigopnts.csv,Y
ICIL,ICIL.NS,Textiles,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Textiles\icil.csv,Y
INOXGREEN,INOXGREEN.NS,Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Services\inoxgreen.csv,Y
IONEXCHANG,IONEXCHANG.NS,Utilities,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Utilities\ionexchang.csv,Y
JKLAKSHMI,JKLAKSHMI.NS,Construction Materials,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Construction_Materials\jklakshmi.csv,Y
JKPAPER,JKPAPER.NS,Forest Materials,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Forest_Materials\jkpaper.csv,Y
JAIBALAJI,JAIBALAJI.NS,Metals & Mining,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Metals___Mining\jaibalaji.csv,Y
JAMNAAUTO,JAMNAAUTO.NS,Automobile and Auto Components,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Automobile_and_Auto_Components\jamnaauto.csv,Y
JSFB,JSFB.NS,Financial Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Financial_Services\jsfb.csv,Y
JAYNECOIND,JAYNECOIND.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\jaynecoind.csv,Y
JSLL,JSLL.NS,Consumer Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Services\jsll.csv,Y
JLHL,JLHL.NS,Healthcare,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Healthcare\jlhl.csv,Y
JUSTDIAL,JUSTDIAL.NS,Consumer Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Services\justdial.csv,Y
JYOTHYLAB,JYOTHYLAB.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\jyothylab.csv,Y
KNRCON,KNRCON.NS,Construction,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Construction\knrcon.csv,Y
KPIGREEN,KPIGREEN.NS,Power,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Power\kpigreen.csv,Y
KRBL,KRBL.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\krbl.csv,Y
KRN,KRN.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\krn.csv,Y
KSB,KSB.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\ksb.csv,Y
KANSAINER,KANSAINER.NS,Consumer Durables,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Durables\kansainer.csv,Y
KTKBANK,KTKBANK.NS,Financial Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Financial_Services\ktkbank.csv,Y
KSCL,KSCL.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\kscl.csv,Y
KIRLOSBROS,KIRLOSBROS.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\kirlosbros.csv,Y
KIRLPNU,KIRLPNU.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\kirlpnu.csv,Y
KITEX,KITEX.NS,Textiles,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Textiles\kitex.csv,Y
LXCHEM,LXCHEM.NS,Chemicals,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Chemicals\lxchem.csv,Y
IXIGO,IXIGO.NS,Consumer Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Services\ixigo.csv,Y
LLOYDSENGG,LLOYDSENGG.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\lloydsengg.csv,Y
LLOYDSENT,LLOYDSENT.NS,Metals & Mining,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Metals___Mining\lloydsent.csv,Y
LUMAXTECH,LUMAXTECH.NS,Automobile and Auto Components,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Automobile_and_Auto_Components\lumaxtech.csv,Y
MOIL,MOIL.NS,Metals & Mining,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Metals___Mining\moil.csv,Y
MSTCLTD,MSTCLTD.NS,Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Services\mstcltd.csv,Y
MTARTECH,MTARTECH.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\mtartech.csv,Y
MAHSCOOTER,MAHSCOOTER.NS,Financial Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Financial_Services\mahscooter.csv,Y
MAHSEAMLES,MAHSEAMLES.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\mahseamles.csv,Y
MANORAMA,MANORAMA.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\manorama.csv,Y
MARKSANS,MARKSANS.NS,Healthcare,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Healthcare\marksans.csv,Y
MASTEK,MASTEK.NS,Information Technology,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Information_Technology\mastek.csv,Y
MEDPLUS,MEDPLUS.NS,Consumer Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Services\medplus.csv,Y
METROPOLIS,METROPOLIS.NS,Healthcare,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Healthcare\metropolis.csv,Y
MIDHANI,MIDHANI.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\midhani.csv,Y
BECTORFOOD,BECTORFOOD.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\bectorfood.csv,Y
NEOGEN,NEOGEN.NS,Chemicals,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Chemicals\neogen.csv,Y
NESCO,NESCO.NS,Services,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Services\nesco.csv,Y
NFL,NFL.NS,Chemicals,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Chemicals\nfl.csv,Y
NAZARA,NAZARA.NS,Media Entertainment & Publication,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Media_Entertainment___Publication\nazara.csv,Y
NETWORK18,NETWORK18.NS,Media Entertainment & Publication,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Media_Entertainment___Publication\network18.csv,Y
OPTIEMUS,OPTIEMUS.NS,Telecommunication,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Telecommunication\optiemus.csv,Y
ORIENTCEM,ORIENTCEM.NS,Construction Materials,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Construction_Materials\orientcem.csv,Y
ORKLAINDIA,ORKLAINDIA.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\orklaindia.csv,Y
OSWALPUMPS,OSWALPUMPS.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\oswalpumps.csv,Y
PNGJL,PNGJL.NS,Consumer Durables,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Durables\pngjl.csv,Y
PCJEWELLER,PCJEWELLER.NS,Consumer Durables,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Consumer_Durables\pcjeweller.csv,Y
PNCINFRA,PNCINFRA.NS,Construction,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Construction\pncinfra.csv,Y
PTC,PTC.NS,Power,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Power\ptc.csv,Y
PARAS,PARAS.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\paras.csv,Y
PARKHOSPS,PARKHOSPS.NS,Healthcare,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Healthcare\parkhosps.csv,Y
PGIL,PGIL.NS,Textiles,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Textiles\pgil.csv,Y
PICCADIL,PICCADIL.NS,Fast Moving Consumer Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Fast_Moving_Consumer_Goods\piccadil.csv,Y
POWERMECH,POWERMECH.NS,Construction,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Construction\powermech.csv,Y
PRAJIND,PRAJIND.NS,Capital Goods,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Capital_Goods\prajind.csv,Y
PRICOLLTD,PRICOLLTD.NS,Automobile and Auto Components,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Automobile_and_Auto_Components\pricolltd.csv,Y
PRSMJOHNSN,PRSMJOHNSN.NS,Construction Materials,NIFTY_MICROCAP_250,C:\Users\Divyansh\OneDrive\Desktop\IISER\Trading_git\Smallcap\Construction_Materials\prsmjohnsn.csv,Y
